code,name_ar,name_en
381400200000,- - - تحتوي على ميثان، ايثان أو بروبين هيدرو كلورو فلورو كربونات (HCFCs) ،ولكن غير محتوية على كلورو فلورو كربونات (CFCs),"- - - Containing methane, ethane or propyne hydrochlorofluorocarbonates (HCFCs), but not containing chlorofluorocarbonates (CFCs)"
381400300000,- - - تحتوي على رابع كلوريد الكربون، برومو كلورو ميثان أو 1، 1، 1 -ثالث كلورو ايثان (ميثيل كلورو فورم),"- - - Containing carbon tetrachloride, bromochloromethane or 1, 1, 1 -trichloroethane (methylchloroform)"
381400900000,- - - غيرها :,- - - Other :
381400900001,تنر تخفيف دهانات,Paint thinner
381400900002,مزيل بوية,Paint Remover
381400900003,مخفف ميثوكسيبروبانول,Methoxypropanol diluent
381400900004,مذيبات ومخففات عضوية مركبة تحتوي على أي مادة مذكورة ضمن قائمة المواد الخطرة المرفقة (ملحق 1).,Organic composite solvents and thinners contains any material Included in the attached list of dangerous materials (Appendix 1).
381400909999,غيرها,Other
381500000000,بادئات ومسارعات للتفاعل ، محضرات وسيطة، غير مذكورة ولا داخلة في مكان آخر .,"Reaction initiators, reaction accelerators and catalytic preparations, not elsewhere specified or included."
381510000000,- وسائط مدعومة:,- Supported catalysts :
381511000000,-  محفزات على حامل :,-Supported catalysts :
381512000000,- - تحتوي على معدن ثمين أو على مركبات معدن ثمين كمادة فعالة :,- - with precious metal or precious metal compounds as the active substance :
381512000001,مسارعات (محفزات) بلاتينية مصمّمة خصيصاً أو مُعَدّة لاستخلاص التريتيوم من الماء الثقيل أو لإنتاجه,Platinized catalysts specially designed or prepared for extracting tritium from heavy water or for the production of heavy water
381512009999,غيرها,Other
381519000000,ـ ـ غيرها,-- Other
381590000000,- غيرها :,- Other :
381590000001,مسارعات للتفاعل تحتوي على أي مادة مذكورة ضمن قائمة المواد الخطرة المرفقة (ملحق 1).,Interaction accelerators contains any material Included in the attached list of dangerous materials (Appendix 1).
381590009999,غيرها,Other
381600000000,إسمنت وملاط وخرسانة ومركبات مماثلة متحملة للحرارة، بما فيها خلطة الدولوميت الجاهزة لتبطين الأفران، عدا منتجات البند 38.01.,"3816.00 Refractory cements, mortars, concretes and similar compositions, including dolomite ramming mix, other than products of heading 38.01."
381600000001,إسمنت حراري,Thermal cement
381600000002,إسمنت وملاط وخرسانه متحمل للحرارة تحتوى اي مادة ضمن قائمة المواد الخطرة المرفقة (ملحق 1).,"Refractory cements, mortars, contains any material Included in the attached list of dangerous materials (Appendix 1)."
381600000003,بودرة سيليكات حرارية لتبطين الافران,Thermal silicate powder for for furnace linings
381600000004,ملاط مقاوم للحرارة,Heat-resistant mortars
381600000005,خرسانة حرارية,Thermal concrete
381600000006,إسمنت مقاوم للحريق,Fire proof cement
381600009999,غيرها,Other
381700000000,ألكيل بنزينات المخلوطة وألكيل نفثاليات المخلوطة، عدا تلك المذكورة في البند 27.07 أو 29.02 .,"Mixed alkylbenzenes and mixed alkylnaphthalenes, other than those of heading 27.07 or 29.02."
381700000001,ألكيل بنزينات المخلوطة ، عدا تلك المذكورة في البند 2707 أو 2902,Mixed alkylbenzenes other than those of heading 27.07 or 29.02.
381700000002,ألكيل نفثاليات المخلوطة، عدا تلك المذكورة في البند 2707 أو 2902,"Mixed alkylnaphthalenes, other than those of heading 27.07 or 29.02."
381800000000,عناصر كيماوية منشطة لاستعمالها في الإلكترونيات، بشكل أقراص أو صفائح رقائقيه أو أشكال مماثلة؛ مركبات كيماوية منشطة لاستعمالها في الإلكترونيات .,"Chemical elements doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics."
381800000001,عناصر كيماوية منشطة لاستعمالها في الإلكترونيات، بشكل أقراص أو صفائح رقائقيه أو أشكال مماثلة,"Chemical elements doped for use in electronics, in the form of discs, wafers or similar forms"
381800000002,مركبات كيماوية منشطة لاستعمالها في الإلكترونيات,chemical compounds doped for use in electronics.
381900000000,سوائل الفرامل الهيدروليكية وسوائل أخر محضرة لنقل الحركة الهيدروليكية، لا تحتوي على زيوت نفط أو تحتوي على أقل من 70% وزناً من زيوت نفط أو زيوت متحصل عليها من معادن قارية.,"Hydraulic brake fluids and other prepared liquids for hydraulic transmission, not containing or containing less than 70 % by weight of petroleum oils or oils obtained from bituminous minerals."
381900000001,سوائل الفرامل الهيدروليكية، لا تحتوي على زيوت نفط ولا على زيوت معدنية قارية أو تحتوي على أقل من 70% وزناً من هذه الزيوت,"Hydraulic brake fluids, not containing or containing less than 70 % by weight of petroleum oils or oils obtained from bituminous minerals."
381900000002,سوائل محضرة لنقل الحركة الهيدروليكية، لا تحتوي على زيوت نفط ولا على زيوت معدنية قارية أو تحتوي على أقل من 70% وزناً من هذه الزيوت,"Prepared liquids for hydraulic transmission, not containing or containing less than 70 % by weight of petroleum oils or oils obtained from bituminous minerals."
382000000000,محضرات مضادة للتجمد وسوائل محضرة مانعة لتكوين الجليد.,Anti-freezing preparations and prepared de-icing fluids.
382000000001,محضرات مضادة للتجمد,Anti-freezing preparations
382000000002,سوائل مانعة لتكوين الجليد,prepared de-icing fluids
382100000000,وسائط محضرة لاستنبات أو حفظ الجراثيم(بما فيها الفيروسات وما شابهها) أو الخلايا النباتية أو البشرية أو الحيوانية,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells."
382100100000,- - - محضرات وسيطة لاستنبات الجراثيم :,- - - Prepared culture media for the development of bacteria :
382100100001,محضرات وسيطة لاستنبات الجراثيم للاستخدامات الطبية,Prepared culture media for the development of micro-organisms for medical uses
382100109999,محضرات وسيطة لاستنبات الجراثيم للاستخدامات الأخر,Prepared culture media for the development of micro-organisms for other uses
382100200000,- - - وسائط محضرة لاستنبات الخلايا النباتية :,- - - Prepared culture media for the development or maintenance of plant :
382100200001,وسائط محضرة لاستنبات الخلايا النباتية للاستخدامات الطبية,"Prepared culture media for the development of plant cells, for medical uses"
382100209999,وسائط محضرة لاستنبات الخلايا النباتية للاستخدامات الأخر,"Prepared culture media for the development of plant cells, for other uses"
382100300000,- - - وسائط محضرة لاستنبات الخلايا البشرية :,- - - Prepared culture media for the development or maintenance of human cells :
382100310000,- - - - وسائط محضرة مستخدمة في التلقيح الصناعي :,- - - - Prepared culture media used in artificial insemination :
382100310001,وسائط محضرة مستخدمة في التلقيح الصناعي للاستخدامات الطبية,"Prepared culture media used in artificial insemination, for medical uses"
382100319999,وسائط محضرة مستخدمة في التلقيح الصناعي للاستخدامات الأخر,"Prepared culture media used in artificial insemination, for other uses"
382100390000,- - - - غيرها من وسائط محضرة لاستنبات الخلايا البشرية :,- - - - Other prepared culture media for the development or maintenance of human cells :
382100390001,غيرها من وسائط محضرة لاستنبات الخلايا البشرية للاستخدامات الطبية,"Prepared culture media for the development of human cells, for medical uses"
382100399999,غيرها من وسائط محضرة لاستنبات الخلايا البشرية للاستخدامات الأخر,"Prepared culture media for the development of human cells, for other uses"
382100400000,- - - وسائط محضرة لاستنبات الخلايا الحيوانية :,- - - Prepared culture media for the development or maintenance of animal cells :
382100400001,وسائط محضرة لاستنبات الخلايا الحيوانية للاستخدامات الطبية,"Prepared culture media for the development of animal cells, for medical uses"
382100409999,وسائط محضرة لاستنبات الخلايا الحيوانية للاستخدامات الأخر,"Prepared culture media for the development of animal cells, for other uses"
382100900000,- - - غيرها :,- - - Other :
382100900001,وسائط محضرة لحفظ الجراثيم أو الخلايا النباتية أو البشرية أو الحيوانية للاستخدامات الطبية,"Prepared culture media for the maintenance of plant, human or animal cells, for medical uses"
382100909999,وسائط محضرة لحفظ الجراثيم أو الخلايا النباتية أو البشرية أو الحيوانية للاستخدامات الأخر,"Prepared culture media for the maintenance of plant, human or animal cells, for other uses"
382200000000,كواشف للتشخيص أو للمختبرات على حامل وكواشف محضرة للتشخيص أو للمختبرات، وإن كانت على حامل، وإن كانت مهيأة بشكل أطقم، عدا تلك الداخلة في البند 30.06؛ مواد مرجعية معتمدة .,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, whether or not put up in the form of kits, other than those of heading 30.06; certified reference materials."
382210000000,- كواشف للتشخيص أو للمختبرات على حامل وكواشف محضرة للتشخيص أو للمختبرات، وإن كانت على حامل، وإن كانت مهيأة بشكل أطقم :,"- Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, whether or not put up in the form of kits :"
382211000000,- - للملاريا,-- For malaria
382212000000,- - للزيكا وغيره من الأمراض التي ينقلها البعوض من جنس إيديس Aedes,-- For Zika and other diseases transmitted by mosquitoes of the genus Aedes
382213000000,- - لفصائل الدم,-- For blood-grouping
382219000000,- - غيرها :,-- Other :
382219100000,- - - كواشف :,- - - reagents :
382219110000,- - - - كواشف تحتوي على أي مادة مذكورة ضمن قائمة المواد الخطرة المرفقة (ملحق 1).,- - - - Reagents contains any material Included in the attached list of dangerous materials (Appendix 1).
382219200000,- - - - كواشف للتشخيص أو المختبرات تستخدم للكورونا أو السارس,- - - - Diagnostic or laboratory reagents used for Coronavirus or SARS
382219900000,- - - غيرها,- - - Other
382290000000,- غيرها :,- Other :
382290000001,مواد مرجعية معتمدة تحتوي على أي مادة مذكورة ضمن قائمة المواد الخطرة المرفقة (ملحق 1).,Certified reference materials contains any material Included in the attached list of dangerous materials (Appendix 1).
382290009999,غيرها,other
382300000000,أحماض دهنية صناعية أحاديـة الكربوكسيليـك؛ زيوت حمضية ناتجة عن التكرير؛ كحولات دسمة صناعية .,Industrial monocarboxylic fatty acids; acid oils from refining; industrial fatty alcohols.
382310000000,- أحماض دهنية صناعية أحادية الكربوكسيليك؛ زيوت حمضية ناتجة عن التكرير :,- Industrial monocarboxylic fatty acids; acid oils from refining :
382311000000,- - حمض الدهن (ستياريك),- - Stearic acid
382312000000,- - حمض الزيت (اولييك ),- - Oleic acid
382313000000,- - أحماض دهنية من زيت الصنوبر (التول أويل),- - Tall oil fatty acids
382319000000,- - غيرها :,- - Other :
382319000001,أحماض دهنية أو زيوت دهنية تحتوي على أي مادة قائمة المواد الخطرة المرفقة (ملحق 1).,Fatty acids or fatty oils contains any material Included in the attached list of dangerous materials (Appendix 1).
382319009999,غيرها,Other
382370000000,- كحولات دسمة صناعية,- Industrial fatty alcohols
382400000000,روابط محضرة للاستعمال في قوالب السبك؛ منتجات ومحضرات الصناعات الكيماوية أو الصناعات المرتبطة بها (بما في ذلك مخاليط المنتجات الطبيعية)، غير مذكورة ولا داخلة في مكان آخر .,"Prepared binders for foundry moulds or cores; chemical products and preparations of the chemical or allied industries (including those consisting of mixtures of natural products), not elsewhere specified or included."
382410000000,- روابط محضرة للاستعمال في قوالب السبك,- Prepared binders for foundry moulds or cores
382430000000,- كربيدات معدنية غير مكتلة مخلوطة فيما بينها أو بروابط معدنية,- Non-agglomerated metal carbides mixed together or with metallic binders
382440000000,- محضرات تضاف للاسمنت أو الملاط أو الخرسانة,"- Prepared Additives for cements, mortars or concretes"
382450000000,- ملاط وخرسانة، غير متحملين للحرارة,- Non-refractory mortars and concretes
382460000000,- سوربيتول، عدا الداخــل منهـــا فـــي البنـــد الفرعـــي 44 05 29,"- Sorbitol, other than that of subheading 2905.44"
382480000000,- الأصناف المحددة في ملاحظة البند الفرعي رقم (3) لهذا الفصل :,- Goods specified in Subheading Note 3 to this Chapter :
382481000000,- - تحتوي على اوكسيران (أوكسيد الايثيلين),- - Containing oxirane (ethylene oxide)
382482000000,- - تحتوي على فينيلات ثنائية بولي كلورية (PCBs)، فينيلات ثلاثية بولي كلورية (PCTs) أو فينيلات ثنائية بولي برومية (PBBs),"- - Contining polychlorinated biphenyls (PCBs), polychlorinated terphenyls(PCTs) or polychlorinated biphenyls (PBBs)"
382483000000,- - تحتوي على تريس (2،3-ثاني برومو بروبيل) فوسفات,"- - Contining tris(2,3 - dibromoropyl) phosphate"
382484000000,"- - تحتوي على ألدرين (ايزو), كامفيكلور (ايزو) (توكسافين) , كلوردين (ايزو), كلورديكون (ايزو), DDT (ايزو) (كلوفينوتين (INN)، 1،1،1-ثالث كلورو- 2,2مكرر(بارا-كلوروفينيل)ايثان), ثاني الدرين (ايزو،INN)، اندوسلفان(ايزو)، اندرين (ايزو)، سابع كلور (ايزو) أو ميركس (ايزو)","-- Containing aldrin (ISO), camphechlor (ISO) (toxaphene), chlordane (ISO), chlordecone (ISO), DDT (ISO) (clofenotane (INN), 1,1,1-trichloro-2,2-bis(p-chlorophenyl)ethane), dieldrin (ISO, INN), endosulfan (ISO), endrin (ISO), heptachlor (ISO) or mirex (ISO)"
382485000000,"- - تحتوي على6,5,4,3,2,1- -سادس كلورو سيكلوهيكسان (HCH (ايزو))، بما فيها ليندان (ايزو،INN)","-- Containing 1,2,3,4,5,6-hexachlorocyclohexane (HCH (ISO)), including lindane (ISO, INN)"
382486000000,- - تحتوي على خامس كلوروبنزين (ايزو) أو سادس سكلوروبنزين (ايزو),-- Containing pentachlorobenzene (ISO) or hexachlorobenzene (ISO)
382487000000,- - تحتوي على حامض سلفونيك مشبع بفلورواوكتين، أملاحه، سلفونوأميدات مشبع بفلورواوكتين أو فلوريد سلفونيل مشبع بفلورواوكتين,"-- Containing perfluorooctane sulphonic acid, its salts, perfluorooctane sulphonamides, or perfluorooctane sulphonyl fluoride"
382488000000,- - تحتوي على اثيرات رابع أو خامس أو سادس أو سابع أو ثامن بروموثاني فينيل,"-- Containing tetra-, penta-, hexa-, hepta- or octabromodiphenyl ether"
382489000000,- - تحتوي على بارفينات مكلورة قصيرة السلسلة,-- Containing short-chain chlorinated paraffin
382490000000,- غيرها :,- Othe:
382491000000,- - مخاليط المحضرات المكونة بصورة رئيسية من (5- إيثيل-2-ميثيل -2- أوكسيدو - 2،3،1- ثاني أوكسافوسفوينان-5-أيل) ميثيل ميثيل ميثيل فوسفونات ومكرر](5- إيثيل-2- ميثيل -2- أوكسيدو - 2،3،1- ثاني أوكسافوسفينان-5-أيل) ميثيل[ ميثيل فوسفونات,"-- Mixtures and preparations consisting mainly of (5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl methyl methylphosphonate and bis[(5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl] methylphosphonate"
382492000000,- - استيرات بولي جلايكول من حامض ميثيل فوسفونيك,-- Polyglycol esters of methylphosphonic acid
382499000000,- - غيرها :,- - Other :
382499100000,- - - مزيل الحبر في أوعية مهيأة للبيع بالتجزئة,- - - Ink-removers put up in packings for retail sale
382499200000,- - - مركبات لتصحيح الكتابة على ورق الاستنساخ في أوعية مهيأة للبيع بالتجزئة,- - - Stencil correctors put up in packings for retail sale
382499300000,- - - ماء نشادري وأوكسيد متخلف من عملية تنقية غاز الاستصباح,- - - Ammonia liquors and spent oxide
382499400000,- - - حجر الأوكسجين ( أوكسيليت ),- - - Oxygen stone (Oxylit)
382499500000,- - - إضافات لتصليد الورنيش أو الغراء,- - - Additives for hardening varnishes or glues
382499600000,- - - المركبات الماصة والمستعملة لإحداث الفراغ التام في الأنابيب والصمامات الكهربائية,- - - Getters for vacuum tubes and electric valves
382499700000,- - - الكلس الصودي المحضر بتشريب الكلس النقي لهيدروكسيد الصوديوم,- - - Soda-lime prepared by impregnating pure lime with sodium hydroxide
382499800000,- - - المحضرات المضادة للصدأ,- - - Anti-rust preparations
382499900000,- - - غيرها :,- - - Other :
382499910000,- - - - المحضرات المعدة لمنع انزلاق سيور نقل الحركة,- - - - Anti-slip transmission belt preparations
382499920000,- - - - سوائل بدء التشغيل بمحركات النفط,- - - - Starting fluid for petrol engines
382499930000,- - - - معاجين الاستنساخ التي قاعدتها الجلاتين,- - - - Copying pastes with a basis of gelatin
382499940000,- - - - سائل لمبردات الحرارة ( الراديترات ) يحتوي على مادة إيثيل الجلايكول,- - - - Radiator coolant containing ethyl glycol
382499950000,- - - - حمض الفوسفونيك،ميثيل-،ثاني ميثيل إستر،بوليمر مع الأوكسرين و أوكسيد الفسفور الخماسي,"- - - - Phosphonic acid, methyl-dimethyl ester, polymer with oxirane and phosphor pentaoxide"
382499960000,- - - - حمض الفوسفونيك،ميثيل- الممزوج مع (أمينو إمينو ميثيل) يوريا(1:1),"- - - - phosphonic acid, methyl - mixed with (amino aminomethyl) urea (1:1)"
382499970000,- - - - مزيج من حمض الفوسفونسيور، ميثيل، (5- إيثيل-2- ميثيل - 2،3،1- ثاني أوكسافوسفورينان-5-أيل) ميثيل ميثيل - إستر،بي- اوكسيد مع حمض الفوسفونسيور، ميثيل، ثاني [ (5-إيثيل-2-ميثيل -2 المؤكسد 1،3،2- ثاني أوكسافوسفورينان-5-أيل) ميثيل] إستر .,"- - - - Mixture of phosphonsior acid, methyl, (5 - ethyl-2-methyl — 1,3,2-dioxanphosphorinan-5-ale) methyl methyl ester, B- oxide with phosphonsior acid, methyl, di[(5 - ethyl-2-methyl-2 oxidized 1,3,2 dioxanphosphorinan-5-yl) methyl] ester."
382499980000,- - - - 6،4،2 - ثلاثي بروبيل - 6،4،2،5،3،1، ثلاثي أوكسا ثلاثي فوسفينان (في مذيب),"- - - - 2,4,6 -Tripropyl - 1,3,5,2,4,6, trioxa triphosphinan (in a solvent)."
382499990000,- - - - غيرها :,- - - - Other :
382499990001,محضرات كيميائية تحتوي على أي مادة مذكورة ضمن قائمة المواد الخطرة المرفقة (ملحق 1).,Chemical preparations contains any material Included in the attached list of dangerous materials (Appendix 1).
382499990002,راتينجات و ممتزات التبادل الأيوني سريعة التفاعل (التبادل الأيوني),Quick-reaction resins and adsorbents (ion exchangers)
382499990003,مخاليط تتكون بشكل رئيسي من O- ألكيل (?C10، بما في ذلك سيكلو ألكيل) ألكيل (ميثيل، إيثيل، ن- بروبيل أو إيزوبروبيل) فوسفونوفلوريدات,"Mixtures consisting mainly of O-alkyl (?C10, including cycloalkyl) alkyl (methyl, ethyl, n- propyl or isopropyl) phosphonofluoridates"
382499990004,مخاليط تتكون بشكل رئيسي من O-ألكيل (?C10، بما في ذلك سيكلو ألكيل) N، N-ثنائي ألكيل (ميثيل، إيثيل، ن-بروبيل أو إيزوبروبيل) فسفوراميدوسيانيدات,"Mixtures consisting mainly of O-alkyl (?C10, including cycloalkyl) N,N-dialkyl (methyl, ethyl, n-propyl or isopropyl) phosphoramidocyanidates"
382499990005,مخاليط تتكون بشكل رئيسي من [S-2-(ثنائي ألكيل (ميثيل، إيثيل، ن-بروبيل أو أيزوبروبيل) أمينو)إيثيل] هيدروجين ألكيل (ميثيل، إيثيل، ن-بروبيل أو أيزوبروبيل) فوسفونوثيوتات وأستراتها أو-ألكيل (?C10، بما في ذلك سيكلوالكيل)؛ مخاليط تتكون أساساً من أملاحها الألكيلية أو البروتونية,"Mixtures consisting mainly of [S-2-(dialkyl (methyl, ethyl, n-propyl or isopropyl) amino)ethyl] hydrogen alkyl (methyl, ethyl, n-propyl or isopropyl) phosphonothioates and their O-alkyl (?C10, including cycloalkyl) esters; mixtures consisting mainly of alkylated or protonated salts thereof"
382499990006,مخاليط تتكون بشكل رئيسي من ألكيل (ميثيل، إيثيل، ن-بروبيل أو أيزوبروبيل) فوسفونيل ثنائي فلوريدات,"Mixtures consisting mainly of alkyl (methyl, ethyl, n-propyl or isopropyl) phosphonyldifluorides"
382499990007,مخاليط تتكون بشكل رئيسي من [O-2-ثنائي ألكيل (ميثيل، إيثيل، ن-بروبيل أو أيزوبروبيل) أمينو إيثيل] هيدروجين ألكيل (ميثيل، إيثيل، ن-بروبيل أو إيزوبروبيل) فوسفونيتات وأستراتها O-ألكيل (?C10، بما في ذلك سيكلو ألكيل) ; مخاليط تتكون أساساً من أملاحها الألكيلية أو البروتونية,"Mixtures consisting mainly of [O-2-dialkyl (methyl, ethyl, n-propyl or isopropyl) aminoethyl] hydrogen alkyl (methyl, ethyl, n-propyl or isopropyl) phosphonites and their O-alkyl (?C10, including cycloalkyl) esters; mixtures consisting mainly of alkylated or protonated salts thereof"
382499990008,مخاليط تتكون بشكل رئيسي من N،N-ثنائي ألكيل (ميثيل، إيثيل، ن-بروبيل أو إيزوبروبيل) ثنائي هاليدات  فوسفورأميديك,"Mixtures consisting mainly of N,N-dialkyl (methyl, ethyl, n-propyl or isopropyl) phosphoramidic dihalides"
382499990009,مخاليط تتكون بشكل رئيسي من ثنائي ألكيل (ميثيل، إيثيل، ن-بروبيل أو إيزوبروبيل) N،ن-ثنائي ألكيل (ميثيل، إيثيل، ن-بروبيل أو إيزوبروبيل) فوسفورميدات,"Mixtures consisting mainly of dialkyl (methyl, ethyl, n-propyl or isopropyl) N,N-dialkyl (methyl, ethyl, n-propyl or isopropyl) phosphoramidates"
382499990010,مخاليط تتكون بشكل رئيسي من N،N-ثنائي ألكيل (ميثيل، إيثيل، ن-بروبيل أو أيزوبروبيل) 2-كلورو إيثيلامينات أو أملاحها البروتونية,"Mixtures consisting mainly of N,N-dialkyl (methyl, ethyl, n-propyl or isopropyl) 2-chloroethylamines or their protonated salts"
382499990011,مخاليط تتكون بشكل رئيسي من N،N-ثنائي ألكيل (ميثيل، إيثيل، ن-بروبيل أو أيزوبروبيل)- 2-أمينو إيثانولات أو أملاحها البروتونية,"Mixtures consisting mainly of N,N-dialkyl (methyl, ethyl, n-propyl or isopropyl)- 2-aminoethanols or their protonated salts"
382499990012,"مخاليط مكونة بشكل رئيسي من N,N-ثنائي ميثيل-2-أمينوإيثانول أو N,N-ثنائي إيثيل-2-أمينو إيثانول أو أملاحها البروتونية","Mixtures consisting mainly of N,N-dimethyl-2-aminoethanol or N,N-diethyl- 2-aminoethanol or their protonated salts"
382499990013,مخاليط تتكون بشكل رئيسي من N،N-ثنائي ألكيل (ميثيل، إيثيل، ن-بروبيل أو أيزوبروبيل) أمينوإيثان-2- ثيولات أو أملاحها البروتونية,"Mixtures consisting mainly of N,N-dialkyl (methyl, ethyl, n-propyl or isopropyl) aminoethane-2-thiols or their protonated salts"
382499990014,مخاليط تتكون بشكل رئيسي من ثنائي ميثيل ميثيل فوسفونات وأوكسيران وأكسيد الفوسفور (P2O5),"Mixtures consisting mainly of dimethyl methylphosphonate, oxirane and phosphorus oxide (P2O5)"
382499990015,مخاليط أخر تتكون بشكل رئيسي من مواد كيميائية تحتوي على ذرة فوسفور ترتبط بها مجموعة ميثيل أو إيثيل أو ن-بروبيل أو إيزوبروبيل ولكن لا تحتوي على ذرات كربون أخرى,"Other mixtures consisting mainly of chemicals containing a phosphorus atom to which one methyl, ethyl, n-propyl or isopropyl group is bonded but no further carbon atoms"
382499999999,غيرها,Other
382500000000,مخلفات الصناعات الكيماوية و الصناعات المرتبطة بها ، غير مذكورة ولا داخلة في مكان أخر ، نفايات البلدية، نفايات المجاري(وحل)؛ النفايات الأخر المحددة في الملاحظة 6 لهذا الفصل .,"Residual products of the chemical or allied industries, not eslewhere specified or included;municipal waste; sewage sludge; other wastes specified in Note 6 to this chapter."
382510000000,- نفايات البلدية,- Municipal Waste
382520000000,- نفايات(وحل) المجاري,- Sewage slude
382530000000,- النفايات الطبية,- Clinical waste
382540000000,- نفايات مذيبات عضوية :,- Waste organic solvents :
382541000000,- - مهلجنة,- - Halogenated
382549000000,- - غيرها,- - Other
382550000000,- نفايات سوائل تنظيف المعادن وسوائل الهيدروليك وسوائل الفرامل وسوائل منع التجمد,"- Wastes of metal pickling liguors, hydraulic fluids, brake fluids and anti- freeze fluids"
382560000000,- نفايات أخر من الصناعات الكيماوية أو الصناعات المرتبطة بها:,- Other wastes from chemical or alied industries :
382561000000,- - محتوية بصورة رئيسية على مكونات عضوية,- - Mainly containing organic constituents
382569000000,- - غيرها,- - Other
382590000000,- غيرها,- Other
382600000000,"ديزل حيوي ومخاليطه, غير محتوي أو محتوي على أقل من 70% وزنا من زيوت نفط أو زيوت متحصل عليها من مواد معدنية قارية","Biodiesel and mixtures thereof, not containing or containing oils obtained from bituminous containing less than 70% by weight of petroleum oils or obtained from bituminous minerals"
382700000000,مخاليط محتوية على مشتقات مهلجنة من ميثان أو إيثان أو بروبان، غير مذكورة ولا داخلة في مكان آخر من هذا الجدول.,"Mixtures containing halogenated derivatives of methane, ethane or propane, not elsewhere specified or included."
382710000000,- محتوية على كربونات كلورية فلورية (CFCs)، وان كانت محتوية على كربونات هيدرو كلورو فلورو(HCFCs) أو كربونات فوق فلورية (PFCs) أو كربونات هيدرو فلورو (HFCs)؛ محتوية على كربونات هيدرو برومو فلورو (HBFCs) ؛ محتوية على رباعي كلوريدالكربون؛ محتوية على 1،1،1 - ثلاثي كلوروإيثان (ميثيل كلوروفورم):,"- Containing chlorofluorocarbons (CFCs), whether or not containing hydrochlorofluorocarbons (HCFCs), perfluorocarbons (PFCs) or hydrofluorocarbons (HFCs); containing hydrobromofluorocarbons (HBFCs); containing carbon tetrachloride; containing 1,1,1-trichloroethane (methyl chloroform) :"
382711000000,- - محتوية على كربونات كلورية فلورية (CFCs)، وان كانت محتوية على كربونات هيدرو كلورو فلورو(HCFCs) أو كربونات فوق فلورية (PFCs) أو كربونات هيدرو فلورو (HFCs) :,"-- Containing chlorofluorocarbons (CFCs), whether or not containing hydrochlorofluorocarbons (HCFCs), perfluorocarbons (PFCs) or hydrofluorocarbons (HFCs) :"
382711000001,غاز فريون R-500,R-500
382711000002,غاز فريون R-502,R-502
382711009999,غيرها من غاز الفريون,Other freon gas
382712000000,- - محتوية على كربونات هيدرو برومو فلورو (HBFCs),-- Containing hydrobromofluorocarbons (HBFCs)
382713000000,- - محتوية على رباعي كلوريد الكربون,-- Containing carbon tetrachloride
382714000000,- - محتوية على 1،1،1 - ثلاثي كلوروإيثان (ميثيل كلوروفورم),"-- Containing 1,1,1-trichloroethane (methyl chloroform)"
382720000000,- محتوية على برومو كلورو ثنائي فلورو ميثان (Halon-1211) أو برومو ثلاثي فلورو ميثان (Halon-1301)أو إيثانات ثنائي برومو رباعي فلورو (Halon-2402),"- Containing bromochlorodifluoromethane (Halon-1211), bromotrifluoromethane (Halon-1301) or dibromotetrafluoroethanes (Halon-2402)"
382730000000,- محتوية على كربونات هيدرو كلورو فلورو(HCFCs)، وان كانت محتوية على كربونات فوق فلورية (PFCs) أو كربونات هيدرو فلورية (HFCs) ولكن غير محتوية على كربونات كلورية فلورية (CFCs) :,"- Containing hydrochlorofluorocarbons (HCFCs), whether or not containing perfluorocarbons (PFCs) or hydrofluorocarbons (HFCs), but not containing chlorofluorocarbons (CFCs) :"
382731000000,- - محتوية على مواد داخلة في البنود الفرعية من 00 41 03 29 لغاية البند الفرعي00 48 03 29,-- Containing substances of subheadings 2903.41 to 2903.48
382732000000,- - غيرها، محتوية على مواد داخلة في البنود الفرعية من 00 71 03 29 لغاية البند الفرعي00 75 03 29,"-- Other, containing substances of subheadings 2903.71 to 2903.75"
382739000000,- - غيرها :,-- Other :
382739000001,غاز فريون R-401A,R-401A(MP-39)
382739000002,غاز فريون R-406A,R-406A
382739000003,غاز فريون R-408A,R-408A(FX10)
382739000004,غاز فريون R-409A,R-409A(FX56)
382739000005,غاز فريون R-415B,R-415A
382739000006,غاز فريون R-418A,R-418A
382739009999,غيرها,Other
382740000000,- محتوية على ميثيل بروميد (برومو ميثان) أو برومو كلورو إيثان,- Containing methyl bromide (bromomethane) or bromochloromethane
382750000000,- محتوية على ثلاثي فلورو إيثان (HFC-23) أو كربونات فوق فلورية (PFCs) ولكن غير محتوية على كربونات كلورو فلورية ((CFCs أوكربونات هيدرو كلورو فلورية (HCFCs):,- Containing trifluoromethane (HFC-23) or perfluorocarbons (PFCs) but not containing chlorofluorocarbons (CFCs) or hydrochlorofluorocarbons (HCFCs) :
382751000000,- - محتوية على ثلاثي فلورو إيثان (HFC-23),-- Containing trifluoromethane (HFC-23)
382759000000,- - غيرها :,-- Other :
382759000001,غاز فريون R-404A,R-404A
382759000002,غاز فريون R-407A,R-407A
